语言1名称1	语言1名称2	语言2名称1	语言2名称2	语言3名称1	语言3名称2
文曲星之		文曲星之			
天魁星之		天魁星之			
天钺星之		天鉞星之			
火星之		火星之			
铃星之		鈴星之			
擎羊星之		擎羊星之			
陀罗星之		陀羅星之			
天空星之		天空星之			
地劫星之		地劫星之			
太阳之		太陽之			
月亮之		月亮之			
木星之		木星之			
金星之		金星之			
水星之		水星之			
土星之		土星之			
天王星之		天王星之			
海王星之		海王星之			
冥王星之		冥王星之			
地球之		地球之			
比邻星之		比鄰星之			
天狼星之		天狼星之			
牛郎星之		牛郎星之			
织女星之		織女星之			
谷神星之		穀神星之			
小熊座之		小熊座之			
大熊座之		大熊座之			
仙后座之		仙后座之			
天龙座之		天龍座之			
仙王座之		仙王座之			
蝎虎座之		蠍虎座之			
仙女座之		仙女座之			
鹿豹座之		鹿豹座之			
御夫座之		禦夫座之			
猎犬座之		獵犬座之			
狐狸座之		狐狸座之			
天鹅座之		天鵝座之			
小狮座之		小獅座之			
英仙座之		英仙座之			
牧夫座之		牧夫座之			
武仙座之		武仙座之			
后发座之		後發座之			
北冕座之		北冕座之			
天猫座之		天貓座之			
天琴座之		天琴座之			
海豚座之		海豚座之			
飞马座之		飛馬座之			
三角座之		三角座之			
天箭座之		天箭座之			
巨蟹座之		巨蟹座之			
白羊座之		白羊座之			
双子座之		雙子座之			
宝瓶座之		寶瓶座之			
室女座之		室女座之			
狮子座之		獅子座之			
金牛座之		金牛座之			
双鱼座之		雙魚座之			
摩羯座之		摩羯座之			
天蝎座之		天蠍座之			
天秤座之		天秤座之			
人马座之		人馬座之			
小马座之		小馬座之			
小犬座之		小犬座之			
天鹰座之		天鷹座之			
蛇夫座之		蛇夫座之			
巨蛇座之		巨蛇座之			
长蛇座之		長蛇座之			
麒麟座之		麒麟座之			
猎户座之		獵戶座之			
鲸鱼座之		鯨魚座之			
天坛座之		天壇座之			
绘架座之		繪架座之			
山案座之		山案座之			
天燕座之		天燕座之			
飞鱼座之		飛魚座之			
矩尺座之		矩尺座之			
剑鱼座之		劍魚座之			
时钟座之		時鐘座之			
杜鹃座之		杜鵑座之			
圆规座之		圓規座之			
蝘蜓座之		蝘蜓座之			
水蛇座之		水蛇座之			
凤凰座之		鳳凰座之			
孔雀座之		孔雀座之			
南极座之		南極座之			
天鹤座之		天鶴座之			
南冕座之		南冕座之			
大犬座之		大犬座之			
天鸽座之		天鴿座之			
乌鸦座之		烏鴉座之			
南鱼座之		南魚座之			
天兔座之		天兔座之			
船尾座之		船尾座之			
罗盘座之		羅盤座之			
船帆座之		船帆座之			
玉夫座之		玉夫座之			
波江座之		波江座之			
盾牌座之		盾牌座之			
天炉座之		天爐座之			
雕具座之		雕具座之			
巨爵座之		巨爵座之			
爱笑的		愛笑の			
有爱的		有愛の			
安静的		安靜の			
安详的		安詳の			
昂贵的		昂貴の			
傲慢的		傲慢の			
胖乎乎的		胖乎乎の			
标致的		標緻の			
博学的		博學の			
不凡的		不凡の			
高挑的		高挑の			
合群的		合群の			
宽容的		寬容の			
灵活的		靈活の			
喜悦的		喜悅の			
不满的		不滿の			
愤怒的		憤怒の			
粗心的		粗心の			
多疑的		多疑の			
冷静的		冷靜の			
沉著的		沉著の			
乐观的		樂觀の			
成熟的		成熟の			
迟疑的		遲疑の			
冲动的		衝動の			
纯洁的		純潔の			
纯真的		純真の			
慈祥的		慈祥の			
聪明的		聰明の			
从容的		從容の			
鲁莽的		魯莽の			
脆弱的		脆弱の			
大方的		大方の			
单纯的		單純の			
胆怯的		膽怯の			
胆小的		膽小の			
淡定的		淡定の			
得意的		得意の			
典雅的		典雅の			
懂事的		懂事の			
动人的		動人の			
独立的		獨立の			
端庄的		端莊の			
愤慨的		憤慨の			
疲倦的		疲倦の			
乏味的		乏味の			
不羁的		不羈の			
稚嫩的		稚嫩の			
优雅的		優雅の			
风趣的		風趣の			
福态的		福態の			
自负的		自負の			
土豪的		土豪の			
感恩的		感恩の			
干净的		乾淨の			
高兴的		高興の			
高雅的		高雅の			
耿直的		耿直の			
孤独的		孤獨の			
固定的		固定の			
固执的		固執の			
乖巧的		乖巧の			
果断的		果斷の			
害羞的		害羞の			
含蓄的		含蓄の			
豪放的		豪放の			
豪爽的		豪爽の			
好奇的		好奇の			
和平的		和平の			
和气的		和氣の			
和谐的		和諧の			
红润的		紅潤の			
欢快的		歡快の			
欢乐的		歡樂の			
欢腾的		歡騰の			
欢喜的		歡喜の			
欢欣的		歡欣の			
豁达的		豁達の			
活泼的		活潑の			
敏捷的		敏捷の			
机智的		機智の			
积极的		積極の			
激动的		激動の			
坚定的		堅定の			
坚强的		堅強の			
简单的		簡單の			
简洁的		簡潔の			
强壮的		強壯の			
娇柔的		嬌柔の			
聪颖的		聰穎の			
结实的		結實の			
谨慎的		謹慎の			
惊讶的		驚訝の			
倔强的		倔強の			
俊朗的		俊朗の			
开朗的		開朗の			
开心的		開心の			
可爱的		可愛の			
可亲的		可親の			
快乐的		快樂の			
快忧的		快憂の			
老实的		老實の			
冷淡的		冷淡の			
冷漠的		冷漠の			
玲珑的		玲瓏の			
率直的		率直の			
满足的		滿足の			
美丽的		美麗の			
美满的		美滿の			
美目的		美目の			
魅力的		魅力の			
迷人的		迷人の			
腼腆的		靦腆の			
明快的		明快の			
明亮的		明亮の			
明确的		明確の			
耐心的		耐心の			
内向的		內向の			
年轻的		年輕の			
努力的		努力の			
漂亮的		漂亮の			
平淡的		平淡の			
平等的		平等の			
平和的		平和の			
天仙的		天仙の			
俏丽的		俏麗の			
勤劳的		勤勞の			
轻率的		輕率の			
轻松的		輕鬆の			
清楚的		清楚の			
清净的		清淨の			
热情的		熱情の			
任性的		任性の			
大度的		大度の			
柔弱的		柔弱の			
善变的		善變の			
善良的		善良の			
舒服的		舒服の			
舒心的		舒心の			
爽朗的		爽朗の			
顺从的		順從の			
顺服的		順服の			
通俗的		通俗の			
随和的		隨和の			
坦率的		坦率の			
坦然的		坦然の			
沉醉的		沉醉の			
淘气的		淘氣の			
体贴的		體貼の			
天真的		天真の			
甜美的		甜美の			
甜蜜的		甜蜜の			
调皮的		調皮の			
正直的		正直の			
团结的		團結の			
外向的		外向の			
顽皮的		頑皮の			
伟大的		偉大の			
温和的		溫和の			
温暖的		溫暖の			
温柔的		溫柔の			
温润的		溫潤の			
文静的		文靜の			
文雅的		文雅の			
稳重的		穩重の			
自在的		自在の			
无畏的		無畏の			
无邪的		無邪の			
妩媚的		嫵媚の			
武断的		武斷の			
务实的		務實の			
希望的		希望の			
喜爱的		喜愛の			
细节的		細節の			
鲜嫩的		鮮嫩の			
潇洒的		瀟灑の			
小巧的		小巧の			
欣慰的		欣慰の			
欣喜的		欣喜の			
大眼的		大眼の			
醒目的		醒目の			
兴奋的		興奮の			
杏眼的		杏眼の			
幸福的		幸福の			
修长的		修長の			
羞涩的		羞澀の			
秀丽的		秀麗の			
秀目的		秀目の			
雪白的		雪白の			
严肃的		嚴肅の			
洋气的		洋氣の			
毅力的		毅力の			
英俊的		英俊の			
勇敢的		勇敢の			
优美的		優美の			
优秀的		優秀の			
幽默的		幽默の			
悠然的		悠然の			
友爱的		友愛の			
友好的		友好の			
友善的		友善の			
有趣的		有趣の			
坚韧的		堅韌の			
愉快的		愉快の			
郁忧的		鬱憂の			
匀称的		勻稱の			
赞许的		贊許の			
真诚的		真誠の			
整洁的		整潔の			
整齐的		整齊の			
知足的		知足の			
执著的		執著の			
稚气的		稚氣の			
忠诚的		忠誠の			
忠心的		忠心の			
有序的		有序の			
主观的		主觀の			
壮观的		壯觀の			
自立的		自立の			
自信的		自信の			
尊敬的		尊敬の			
保守的		保守の			
笔直的		筆直の			
天枢星的		天樞星の			
天璇星的		天璿星の			
天玑星的		天璣星の			
天权星的		天權星の			
玉衡星的		玉衡星の			
开阳星的		開陽星の			
摇光星的		搖光星の			
太阳星的		太陽星の			
太阴星的		太陰星の			
辰星的		辰星の			
太白星的		太白星の			
荧惑星的		熒惑星の			
岁星的		歲星の			
镇星的		鎮星の			
罗睺星的		羅睺星の			
劫火星的		劫火星の			
计都星的		計都星の			
紫气星的		紫氣星の			
紫微星的		紫微星の			
天机星的		天機星の			
武曲星的		武曲星の			
天同星的		天同星の			
廉贞星的		廉貞星の			
天府星的		天府星の			
贪狼星的		貪狼星の			
巨门星的		巨門星の			
天相星的		天相星の			
天梁星的		天梁星の			
七杀星的		七殺星の			
破军星的		破軍星の			
禄存星的		祿存星の			
天马星的		天馬星の			
左辅星的		左輔星の			
右弼星的		右弼星の			
文昌星的		文昌星の			
文曲星的		文曲星の			
天魁星的		天魁星の			
天钺星的		天鉞星の			
火星的		火星の			
铃星的		鈴星の			
擎羊星的		擎羊星の			
陀罗星的		陀羅星の			
天空星的		天空星の			
地劫星的		地劫星の			
太阳的		太陽の			
月亮的		月亮の			
木星的		木星の			
金星的		金星の			
水星的		水星の			
土星的		土星の			
天王星的		天王星の			
海王星的		海王星の			
冥王星的		冥王星の			
地球的		地球の			
比邻星的		比鄰星の			
天狼星的		天狼星の			
牛郎星的		牛郎星の			
织女星的		織女星の			
谷神星的		穀神星の			
小熊座的		小熊座の			
大熊座的		大熊座の			
仙后座的		仙后座の			
天龙座的		天龍座の			
仙王座的		仙王座の			
蝎虎座的		蠍虎座の			
仙女座的		仙女座の			
鹿豹座的		鹿豹座の			
御夫座的		禦夫座の			
猎犬座的		獵犬座の			
狐狸座的		狐狸座の			
天鹅座的		天鵝座の			
小狮座的		小獅座の			
英仙座的		英仙座の			
牧夫座的		牧夫座の			
武仙座的		武仙座の			
后发座的		後發座の			
北冕座的		北冕座の			
天猫座的		天貓座の			
天琴座的		天琴座の			
海豚座的		海豚座の			
飞马座的		飛馬座の			
三角座的		三角座の			
天箭座的		天箭座の			
巨蟹座的		巨蟹座の			
白羊座的		白羊座の			
双子座的		雙子座の			
宝瓶座的		寶瓶座の			
室女座的		室女座の			
狮子座的		獅子座の			
金牛座的		金牛座の			
双鱼座的		雙魚座の			
摩羯座的		摩羯座の			
天蝎座的		天蠍座の			
天秤座的		天秤座の			
人马座的		人馬座の			
小马座的		小馬座の			
小犬座的		小犬座の			
天鹰座的		天鷹座の			
蛇夫座的		蛇夫座の			
巨蛇座的		巨蛇座の			
长蛇座的		長蛇座の			
麒麟座的		麒麟座の			
猎户座的		獵戶座の			
鲸鱼座的		鯨魚座の			
天坛座的		天壇座の			
绘架座的		繪架座の			
山案座的		山案座の			
天燕座的		天燕座の			
飞鱼座的		飛魚座の			
矩尺座的		矩尺座の			
剑鱼座的		劍魚座の			
时钟座的		時鐘座の			
杜鹃座的		杜鵑座の			
圆规座的		圓規座の			
蝘蜓座的		蝘蜓座の			
水蛇座的		水蛇座の			
凤凰座的		鳳凰座の			
孔雀座的		孔雀座の			
南极座的		南極座の			
天鹤座的		天鶴座の			
南冕座的		南冕座の			
大犬座的		大犬座の			
天鸽座的		天鴿座の			
乌鸦座的		烏鴉座の			
南鱼座的		南魚座の			
天兔座的		天兔座の			
船尾座的		船尾座の			
罗盘座的		羅盤座の			
船帆座的		船帆座の			
玉夫座的		玉夫座の			
波江座的		波江座の			
盾牌座的		盾牌座の			
天炉座的		天爐座の			
雕具座的		雕具座の			
巨爵座的		巨爵座の			
爱笑哒		愛笑噠			
有爱哒		有愛噠			
安静哒		安靜噠			
安详哒		安詳噠			
昂贵哒		昂貴噠			
傲慢哒		傲慢噠			
胖乎乎哒		胖乎乎噠			
标致哒		標緻噠			
博学哒		博學噠			
不凡哒		不凡噠			
高挑哒		高挑噠			
合群哒		合群噠			
宽容哒		寬容噠			
灵活哒		靈活噠			
喜悦哒		喜悅噠			
不满哒		不滿噠			
愤怒哒		憤怒噠			
粗心哒		粗心噠			
多疑哒		多疑噠			
冷静哒		冷靜噠			
沉著哒		沉著噠			
乐观哒		樂觀噠			
成熟哒		成熟噠			
迟疑哒		遲疑噠			
冲动哒		衝動噠			
纯洁哒		純潔噠			
纯真哒		純真噠			
慈祥哒		慈祥噠			
聪明哒		聰明噠			
从容哒		從容噠			
鲁莽哒		魯莽噠			
脆弱哒		脆弱噠			
大方哒		大方噠			
单纯哒		單純噠			
胆怯哒		膽怯噠			
胆小哒		膽小噠			
淡定哒		淡定噠			
得意哒		得意噠			
典雅哒		典雅噠			
懂事哒		懂事噠			
动人哒		動人噠			
独立哒		獨立噠			
端庄哒		端莊噠			
愤慨哒		憤慨噠			
疲倦哒		疲倦噠			
乏味哒		乏味噠			
不羁哒		不羈噠			
稚嫩哒		稚嫩噠			
优雅哒		優雅噠			
风趣哒		風趣噠			
福态哒		福態噠			
自负哒		自負噠			
土豪哒		土豪噠			
感恩哒		感恩噠			
干净哒		乾淨噠			
高兴哒		高興噠			
高雅哒		高雅噠			
耿直哒		耿直噠			
孤独哒		孤獨噠			
固定哒		固定噠			
固执哒		固執噠			
乖巧哒		乖巧噠			
果断哒		果斷噠			
害羞哒		害羞噠			
含蓄哒		含蓄噠			
豪放哒		豪放噠			
豪爽哒		豪爽噠			
好奇哒		好奇噠			
和平哒		和平噠			
和气哒		和氣噠			
和谐哒		和諧噠			
红润哒		紅潤噠			
欢快哒		歡快噠			
欢乐哒		歡樂噠			
欢腾哒		歡騰噠			
欢喜哒		歡喜噠			
欢欣哒		歡欣噠			
豁达哒		豁達噠			
活泼哒		活潑噠			
敏捷哒		敏捷噠			
机智哒		機智噠			
积极哒		積極噠			
激动哒		激動噠			
坚定哒		堅定噠			
坚强哒		堅強噠			
简单哒		簡單噠			
简洁哒		簡潔噠			
强壮哒		強壯噠			
娇柔哒		嬌柔噠			
聪颖哒		聰穎噠			
结实哒		結實噠			
谨慎哒		謹慎噠			
惊讶哒		驚訝噠			
倔强哒		倔強噠			
俊朗哒		俊朗噠			
开朗哒		開朗噠			
开心哒		開心噠			
可爱哒		可愛噠			
可亲哒		可親噠			
快乐哒		快樂噠			
快忧哒		快憂噠			
老实哒		老實噠			
冷淡哒		冷淡噠			
冷漠哒		冷漠噠			
玲珑哒		玲瓏噠			
率直哒		率直噠			
满足哒		滿足噠			
美丽哒		美麗噠			
美满哒		美滿噠			
美目哒		美目噠			
魅力哒		魅力噠			
迷人哒		迷人噠			
腼腆哒		靦腆噠			
明快哒		明快噠			
明亮哒		明亮噠			
明确哒		明確噠			
耐心哒		耐心噠			
内向哒		內向噠			
年轻哒		年輕噠			
努力哒		努力噠			
漂亮哒		漂亮噠			
平淡哒		平淡噠			
平等哒		平等噠			
平和哒		平和噠			
天仙哒		天仙噠			
俏丽哒		俏麗噠			
勤劳哒		勤勞噠			
轻率哒		輕率噠			
轻松哒		輕鬆噠			
清楚哒		清楚噠			
清净哒		清淨噠			
热情哒		熱情噠			
任性哒		任性噠			
大度哒		大度噠			
柔弱哒		柔弱噠			
善变哒		善變噠			
善良哒		善良噠			
舒服哒		舒服噠			
舒心哒		舒心噠			
爽朗哒		爽朗噠			
顺从哒		順從噠			
顺服哒		順服噠			
通俗哒		通俗噠			
随和哒		隨和噠			
坦率哒		坦率噠			
坦然哒		坦然噠			
沉醉哒		沉醉噠			
淘气哒		淘氣噠			
体贴哒		體貼噠			
天真哒		天真噠			
甜美哒		甜美噠			
甜蜜哒		甜蜜噠			
调皮哒		調皮噠			
正直哒		正直噠			
团结哒		團結噠			
外向哒		外向噠			
顽皮哒		頑皮噠			
伟大哒		偉大噠			
温和哒		溫和噠			
温暖哒		溫暖噠			
温柔哒		溫柔噠			
温润哒		溫潤噠			
文静哒		文靜噠			
文雅哒		文雅噠			
稳重哒		穩重噠			
自在哒		自在噠			
无畏哒		無畏噠			
无邪哒		無邪噠			
妩媚哒		嫵媚噠			
武断哒		武斷噠			
务实哒		務實噠			
希望哒		希望噠			
喜爱哒		喜愛噠			
细节哒		細節噠			
鲜嫩哒		鮮嫩噠			
潇洒哒		瀟灑噠			
小巧哒		小巧噠			
欣慰哒		欣慰噠			
欣喜哒		欣喜噠			
大眼哒		大眼噠			
醒目哒		醒目噠			
兴奋哒		興奮噠			
杏眼哒		杏眼噠			
幸福哒		幸福噠			
修长哒		修長噠			
羞涩哒		羞澀噠			
秀丽哒		秀麗噠			
秀目哒		秀目噠			
雪白哒		雪白噠			
严肃哒		嚴肅噠			
洋气哒		洋氣噠			
毅力哒		毅力噠			
英俊哒		英俊噠			
勇敢哒		勇敢噠			
优美哒		優美噠			
优秀哒		優秀噠			
幽默哒		幽默噠			
悠然哒		悠然噠			
友爱哒		友愛噠			
友好哒		友好噠			
友善哒		友善噠			
有趣哒		有趣噠			
坚韧哒		堅韌噠			
愉快哒		愉快噠			
郁忧哒		鬱憂噠			
匀称哒		勻稱噠			
赞许哒		贊許噠			
真诚哒		真誠噠			
整洁哒		整潔噠			
整齐哒		整齊噠			
知足哒		知足噠			
执著哒		執著噠			
稚气哒		稚氣噠			
忠诚哒		忠誠噠			
忠心哒		忠心噠			
有序哒		有序噠			
主观哒		主觀噠			
壮观哒		壯觀噠			
自立哒		自立噠			
自信哒		自信噠			
尊敬哒		尊敬噠			
保守哒		保守噠			
笔直哒		筆直噠			
天枢星哒		天樞星噠			
天璇星哒		天璿星噠			
天玑星哒		天璣星噠			
天权星哒		天權星噠			
玉衡星哒		玉衡星噠			
开阳星哒		開陽星噠			
摇光星哒		搖光星噠			
太阳星哒		太陽星噠			
太阴星哒		太陰星噠			
辰星哒		辰星噠			
太白星哒		太白星噠			
荧惑星哒		熒惑星噠			
岁星哒		歲星噠			
镇星哒		鎮星噠			
罗睺星哒		羅睺星噠			
劫火星哒		劫火星噠			
计都星哒		計都星噠			
紫气星哒		紫氣星噠			
紫微星哒		紫微星噠			
天机星哒		天機星噠			
武曲星哒		武曲星噠			
天同星哒		天同星噠			
廉贞星哒		廉貞星噠			
天府星哒		天府星噠			
贪狼星哒		貪狼星噠			
巨门星哒		巨門星噠			
天相星哒		天相星噠			
天梁星哒		天梁星噠			
七杀星哒		七殺星噠			
破军星哒		破軍星噠			
禄存星哒		祿存星噠			
天马星哒		天馬星噠			
左辅星哒		左輔星噠			
右弼星哒		右弼星噠			
文昌星哒		文昌星噠			
文曲星哒		文曲星噠			
天魁星哒		天魁星噠			
天钺星哒		天鉞星噠			
火星哒		火星噠			
铃星哒		鈴星噠			
擎羊星哒		擎羊星噠			
陀罗星哒		陀羅星噠			
天空星哒		天空星噠			
地劫星哒		地劫星噠			
太阳哒		太陽噠			
月亮哒		月亮噠			
木星哒		木星噠			
金星哒		金星噠			
水星哒		水星噠			
土星哒		土星噠			
天王星哒		天王星噠			
海王星哒		海王星噠			
冥王星哒		冥王星噠			
地球哒		地球噠			
比邻星哒		比鄰星噠			
天狼星哒		天狼星噠			
牛郎星哒		牛郎星噠			
织女星哒		織女星噠			
谷神星哒		穀神星噠			
小熊座哒		小熊座噠			
大熊座哒		大熊座噠			
仙后座哒		仙后座噠			
天龙座哒		天龍座噠			
仙王座哒		仙王座噠			
蝎虎座哒		蠍虎座噠			
仙女座哒		仙女座噠			
鹿豹座哒		鹿豹座噠			
御夫座哒		禦夫座噠			
猎犬座哒		獵犬座噠			
狐狸座哒		狐狸座噠			
天鹅座哒		天鵝座噠			
小狮座哒		小獅座噠			
英仙座哒		英仙座噠			
牧夫座哒		牧夫座噠			
武仙座哒		武仙座噠			
后发座哒		後發座噠			
北冕座哒		北冕座噠			
天猫座哒		天貓座噠			
天琴座哒		天琴座噠			
海豚座哒		海豚座噠			
飞马座哒		飛馬座噠			
三角座哒		三角座噠			
天箭座哒		天箭座噠			
巨蟹座哒		巨蟹座噠			
白羊座哒		白羊座噠			
双子座哒		雙子座噠			
宝瓶座哒		寶瓶座噠			
室女座哒		室女座噠			
狮子座哒		獅子座噠			
金牛座哒		金牛座噠			
双鱼座哒		雙魚座噠			
摩羯座哒		摩羯座噠			
天蝎座哒		天蠍座噠			
天秤座哒		天秤座噠			
人马座哒		人馬座噠			
小马座哒		小馬座噠			
小犬座哒		小犬座噠			
天鹰座哒		天鷹座噠			
蛇夫座哒		蛇夫座噠			
巨蛇座哒		巨蛇座噠			
长蛇座哒		長蛇座噠			
麒麟座哒		麒麟座噠			
猎户座哒		獵戶座噠			
鲸鱼座哒		鯨魚座噠			
天坛座哒		天壇座噠			
绘架座哒		繪架座噠			
山案座哒		山案座噠			
天燕座哒		天燕座噠			
飞鱼座哒		飛魚座噠			
矩尺座哒		矩尺座噠			
剑鱼座哒		劍魚座噠			
时钟座哒		時鐘座噠			
杜鹃座哒		杜鵑座噠			
圆规座哒		圓規座噠			
蝘蜓座哒		蝘蜓座噠			
水蛇座哒		水蛇座噠			
凤凰座哒		鳳凰座噠			
孔雀座哒		孔雀座噠			
南极座哒		南極座噠			
天鹤座哒		天鶴座噠			
南冕座哒		南冕座噠			
大犬座哒		大犬座噠			
天鸽座哒		天鴿座噠			
乌鸦座哒		烏鴉座噠			
南鱼座哒		南魚座噠			
天兔座哒		天兔座噠			
船尾座哒		船尾座噠			
罗盘座哒		羅盤座噠			
船帆座哒		船帆座噠			
玉夫座哒		玉夫座噠			
波江座哒		波江座噠			
盾牌座哒		盾牌座噠			
天炉座哒		天爐座噠			
雕具座哒		雕具座噠			
巨爵座哒		巨爵座噠			
爱笑地		愛笑地			
有爱地		有愛地			
安静地		安靜地			
安详地		安詳地			
昂贵地		昂貴地			
傲慢地		傲慢地			
胖乎乎地		胖乎乎地			
标致地		標緻地			
博学地		博學地			
不凡地		不凡地			
高挑地		高挑地			
合群地		合群地			
宽容地		寬容地			
灵活地		靈活地			
喜悦地		喜悅地			
不满地		不滿地			
愤怒地		憤怒地			
粗心地		粗心地			
多疑地		多疑地			
冷静地		冷靜地			
沉著地		沉著地			
乐观地		樂觀地			
成熟地		成熟地			
迟疑地		遲疑地			
冲动地		衝動地			
纯洁地		純潔地			
纯真地		純真地			
慈祥地		慈祥地			
聪明地		聰明地			
从容地		從容地			
鲁莽地		魯莽地			
脆弱地		脆弱地			
大方地		大方地			
单纯地		單純地			
胆怯地		膽怯地			
胆小地		膽小地			
淡定地		淡定地			
得意地		得意地			
典雅地		典雅地			
懂事地		懂事地			
动人地		動人地			
独立地		獨立地			
端庄地		端莊地			
愤慨地		憤慨地			
疲倦地		疲倦地			
乏味地		乏味地			
不羁地		不羈地			
稚嫩地		稚嫩地			
优雅地		優雅地			
风趣地		風趣地			
福态地		福態地			
自负地		自負地			
土豪地		土豪地			
感恩地		感恩地			
干净地		乾淨地			
高兴地		高興地			
高雅地		高雅地			
耿直地		耿直地			
孤独地		孤獨地			
固定地		固定地			
固执地		固執地			
乖巧地		乖巧地			
果断地		果斷地			
害羞地		害羞地			
含蓄地		含蓄地			
豪放地		豪放地			
豪爽地		豪爽地			
好奇地		好奇地			
和平地		和平地			
和气地		和氣地			
和谐地		和諧地			
红润地		紅潤地			
欢快地		歡快地			
欢乐地		歡樂地			
欢腾地		歡騰地			
欢喜地		歡喜地			
欢欣地		歡欣地			
豁达地		豁達地			
活泼地		活潑地			
敏捷地		敏捷地			
机智地		機智地			
积极地		積極地			
激动地		激動地			
坚定地		堅定地			
坚强地		堅強地			
简单地		簡單地			
简洁地		簡潔地			
强壮地		強壯地			
娇柔地		嬌柔地			
聪颖地		聰穎地			
结实地		結實地			
谨慎地		謹慎地			
惊讶地		驚訝地			
倔强地		倔強地			
俊朗地		俊朗地			
开朗地		開朗地			
开心地		開心地			
可爱地		可愛地			
可亲地		可親地			
快乐地		快樂地			
快忧地		快憂地			
老实地		老實地			
冷淡地		冷淡地			
冷漠地		冷漠地			
玲珑地		玲瓏地			
率直地		率直地			
满足地		滿足地			
美丽地		美麗地			
美满地		美滿地			
美目地		美目地			
魅力地		魅力地			
迷人地		迷人地			
腼腆地		靦腆地			
明快地		明快地			
明亮地		明亮地			
明确地		明確地			
耐心地		耐心地			
内向地		內向地			
年轻地		年輕地			
努力地		努力地			
漂亮地		漂亮地			
平淡地		平淡地			
平等地		平等地			
平和地		平和地			
天仙地		天仙地			
俏丽地		俏麗地			
勤劳地		勤勞地			
轻率地		輕率地			
轻松地		輕鬆地			
清楚地		清楚地			
清净地		清淨地			
热情地		熱情地			
任性地		任性地			
大度地		大度地			
柔弱地		柔弱地			
善变地		善變地			
善良地		善良地			
舒服地		舒服地			
舒心地		舒心地			
爽朗地		爽朗地			
顺从地		順從地			
顺服地		順服地			
通俗地		通俗地			
随和地		隨和地			
坦率地		坦率地			
坦然地		坦然地			
沉醉地		沉醉地			
淘气地		淘氣地			
体贴地		體貼地			
天真地		天真地			
甜美地		甜美地			
甜蜜地		甜蜜地			
调皮地		調皮地			
正直地		正直地			
团结地		團結地			
外向地		外向地			
顽皮地		頑皮地			
伟大地		偉大地			
温和地		溫和地			
温暖地		溫暖地			
温柔地		溫柔地			
温润地		溫潤地			
文静地		文靜地			
文雅地		文雅地			
稳重地		穩重地			
自在地		自在地			
无畏地		無畏地			
无邪地		無邪地			
妩媚地		嫵媚地			
武断地		武斷地			
务实地		務實地			
希望地		希望地			
喜爱地		喜愛地			
细节地		細節地			
鲜嫩地		鮮嫩地			
潇洒地		瀟灑地			
小巧地		小巧地			
欣慰地		欣慰地			
欣喜地		欣喜地			
大眼地		大眼地			
醒目地		醒目地			
兴奋地		興奮地			
杏眼地		杏眼地			
幸福地		幸福地			
修长地		修長地			
羞涩地		羞澀地			
秀丽地		秀麗地			
秀目地		秀目地			
雪白地		雪白地			
严肃地		嚴肅地			
洋气地		洋氣地			
毅力地		毅力地			
英俊地		英俊地			
勇敢地		勇敢地			
优美地		優美地			
优秀地		優秀地			
幽默地		幽默地			
悠然地		悠然地			
友爱地		友愛地			
友好地		友好地			
友善地		友善地			
有趣地		有趣地			
坚韧地		堅韌地			
愉快地		愉快地			
郁忧地		鬱憂地			
匀称地		勻稱地			
赞许地		贊許地			
真诚地		真誠地			
整洁地		整潔地			
整齐地		整齊地			
知足地		知足地			
执著地		執著地			
稚气地		稚氣地			
忠诚地		忠誠地			
忠心地		忠心地			
有序地		有序地			
主观地		主觀地			
壮观地		壯觀地			
自立地		自立地			
自信地		自信地			
尊敬地		尊敬地			
保守地		保守地			
笔直地		筆直地			
天枢星地		天樞星地			
天璇星地		天璿星地			
天玑星地		天璣星地			
天权星地		天權星地			
玉衡星地		玉衡星地			
开阳星地		開陽星地			
摇光星地		搖光星地			
太阳星地		太陽星地			
太阴星地		太陰星地			
辰星地		辰星地			
太白星地		太白星地			
荧惑星地		熒惑星地			
岁星地		歲星地			
镇星地		鎮星地			
罗睺星地		羅睺星地			
劫火星地		劫火星地			
计都星地		計都星地			
紫气星地		紫氣星地			
紫微星地		紫微星地			
天机星地		天機星地			
武曲星地		武曲星地			
天同星地		天同星地			
廉贞星地		廉貞星地			
天府星地		天府星地			
贪狼星地		貪狼星地			
巨门星地		巨門星地			
天相星地		天相星地			
天梁星地		天梁星地			
七杀星地		七殺星地			
破军星地		破軍星地			
禄存星地		祿存星地			
天马星地		天馬星地			
左辅星地		左輔星地			
右弼星地		右弼星地			
文昌星地		文昌星地			
文曲星地		文曲星地			
天魁星地		天魁星地			
天钺星地		天鉞星地			
火星地		火星地			
铃星地		鈴星地			
擎羊星地		擎羊星地			
陀罗星地		陀羅星地			
天空星地		天空星地			
地劫星地		地劫星地			
太阳地		太陽地			
月亮地		月亮地			
木星地		木星地			
金星地		金星地			
水星地		水星地			
土星地		土星地			
天王星地		天王星地			
海王星地		海王星地			
冥王星地		冥王星地			
地球地		地球地			
比邻星地		比鄰星地			
天狼星地		天狼星地			
牛郎星地		牛郎星地			
织女星地		織女星地			
谷神星地		穀神星地			
小熊座地		小熊座地			
大熊座地		大熊座地			
仙后座地		仙后座地			
天龙座地		天龍座地			
仙王座地		仙王座地			
蝎虎座地		蠍虎座地			
仙女座地		仙女座地			
鹿豹座地		鹿豹座地			
御夫座地		禦夫座地			
